region_id,total_population
LK_3324205,579
LK_3324210,607
LK_3324215,777
LK_3324220,621
LK_3324225,1043
LK_3324230,751
LK_3324235,790
LK_3324240,962
LK_3324245,808
LK_3324250,792
LK_3324255,1040
LK_3324260,1151
LK_3324265,826
LK_3324270,858
LK_3324275,640
LK_3324280,1227
LK_3325,42274
LK_3325005,762
LK_3325010,669
LK_3325015,783
LK_3325020,664
LK_3325025,777
LK_3325030,902
LK_3325035,887
LK_3325040,940
LK_3325045,742
LK_3325050,1046
LK_3325055,656
LK_3325060,774
LK_3325065,928
LK_3325070,768
LK_3325075,815
LK_3325080,726
LK_3325085,750
LK_3325090,717
LK_3325095,929
LK_3325100,800
LK_3325105,1039
LK_3325110,716
LK_3325115,797
LK_3325120,826
LK_3325125,523
LK_3325130,668
LK_3325135,825
LK_3325140,637
LK_3325145,761
LK_3325150,639
LK_3325155,860
LK_3325160,545
LK_3325165,742
LK_3325170,589
LK_3325175,445
LK_3325180,827
LK_3325185,768
LK_3325190,1406
LK_3325195,1176
LK_3325200,1255
LK_3325205,444
LK_3325210,845
LK_3325215,1347
LK_3325220,743
LK_3325225,771
LK_3325230,433
LK_3325235,850
LK_3325240,702
LK_3325245,764
LK_3325250,291
LK_3325255,1515
LK_3325260,686
LK_3325265,804
LK_3327,19018
LK_3327005,739
LK_3327010,708
LK_3327015,1565
LK_3327020,729
LK_3327025,975
LK_3327030,611
LK_3327035,910
LK_3327040,771
LK_3327045,1178
LK_3327050,725
LK_3327055,648
LK_3327060,529
LK_3327065,815
LK_3327070,816
LK_3327075,685
LK_3327080,432
LK_3327085,619
LK_3327090,654
LK_3327095,546
LK_3327100,669
LK_3327105,527
LK_3327110,600
LK_3327115,819
LK_3327120,458
LK_3327125,371
LK_3327130,514
LK_3327135,405
LK_3330,55992
LK_3330005,440
LK_3330010,728
LK_3330015,613
LK_3330020,428
LK_3330025,700
LK_3330030,899
LK_3330035,572
LK_3330040,550
LK_3330045,524
LK_3330050,904
LK_3330055,490
LK_3330060,853
LK_3330065,359
LK_3330070,682
LK_3330075,442
LK_3330080,924
LK_3330085,405
LK_3330090,1044
LK_3330095,731
LK_3330100,439
LK_3330105,1187
LK_3330110,624
LK_3330115,851
LK_3330120,797
LK_3330125,766
LK_3330130,932
LK_3330135,834
LK_3330140,547
LK_3330145,751
LK_3330150,762
LK_3330155,916
LK_3330160,723
LK_3330165,537
LK_3330170,1116
LK_3330175,380
LK_3330180,892
LK_3330185,645
LK_3330190,822
LK_3330195,1088
LK_3330200,1240
LK_3330205,870
LK_3330210,719
LK_3330215,1195
LK_3330220,1437
LK_3330225,1010
LK_3330230,771
LK_3330235,969
LK_3330240,831
LK_3330245,672
LK_3330250,1660
LK_3330255,1059
LK_3330260,415
LK_3330265,725
LK_3330270,1438
LK_3330275,808
LK_3330280,653
LK_3330285,812
LK_3330290,1229
LK_3330295,542
LK_3330300,734
LK_3330305,930
LK_3330310,476
LK_3330315,753
LK_3330320,636
LK_3330325,747
LK_3330330,592
LK_3330335,727
LK_3330340,643
LK_3330345,1130
LK_3330350,1030
LK_3330355,642
LK_3333,72507
LK_3333005,1130
LK_3333010,1005
LK_3333015,1187
LK_3333020,914
LK_3333025,899
LK_3333030,521
LK_3333035,1175
LK_3333040,1671
LK_3333045,1757
LK_3333050,1773
LK_3333055,1367
LK_3333060,829
LK_3333065,864
LK_3333070,643
LK_3333075,504
LK_3333080,436
LK_3333085,305
LK_3333090,722
LK_3333095,445
LK_3333100,763
LK_3333105,611
LK_3333110,627
LK_3333115,1198
LK_3333120,1179
LK_3333125,1622
LK_3333130,1777
LK_3333135,1386
LK_3333140,1690
LK_3333145,1302
LK_3333150,1640
LK_3333155,859
LK_3333160,423
LK_3333165,1348
LK_3333170,761
LK_3333175,1038
LK_3333180,1109
LK_3333185,919
LK_3333190,1007
LK_3333195,754
LK_3333200,414
LK_3333205,689
LK_3333210,555
LK_3333215,1209
LK_3333220,2539
LK_3333225,1562
LK_3333230,563
LK_3333235,1921
LK_3333240,1242
LK_3333245,1221
LK_3333250,573
LK_3333255,1315
LK_3333260,1134
LK_3333265,1744
LK_3333270,624
LK_3333275,887
LK_3333280,1365
LK_3333285,888
LK_3333290,1093
LK_3333295,1183
LK_3333300,443
LK_3333305,920
LK_3333310,1114
LK_3333315,486
LK_3333320,707
LK_3333325,464
LK_3333330,1098
LK_3333335,884
LK_3333340,711
LK_3333345,501
LK_3333350,182
LK_3333355,1354
LK_3333360,762
LK_4,1061315
LK_41,583882
LK_4103,9876
LK_4103005,840
LK_4103010,941
LK_4103015,555
LK_4103020,578
LK_4103025,559
LK_4103030,932
LK_4103035,463
LK_4103040,1065
LK_4103045,327
LK_4103050,564
LK_4103055,614
LK_4103060,246
LK_4103065,791
LK_4103070,1108
LK_4103075,293
LK_4104,9576
LK_4104005,611
LK_4104010,1604
LK_4104015,1466
LK_4104020,1416
LK_4104025,334
LK_4104030,1447
LK_4104035,406
LK_4104040,1250
LK_4104045,1042
LK_4106,46438
LK_4106005,1655
LK_4106010,1341
LK_4106015,1851
LK_4106020,1245
LK_4106025,1968
LK_4106030,2340
LK_4106035,2067
LK_4106040,1852
LK_4106045,2860
LK_4106050,1430
LK_4106055,1365
LK_4106060,1243
LK_4106065,2397
LK_4106070,1166
LK_4106075,3178
LK_4106080,2122
LK_4106085,1660
LK_4106090,2747
LK_4106095,1602
LK_4106100,1293
LK_4106105,1370
LK_4106110,1596
LK_4106115,1901
LK_4106120,1958
LK_4106125,2231
LK_4109,52269
LK_4109005,1706
LK_4109010,2067
LK_4109015,1713
LK_4109020,3466
LK_4109025,3810
LK_4109030,2652
LK_4109035,1491
LK_4109040,1645
LK_4109045,1343
LK_4109050,2183
LK_4109055,1693
LK_4109060,2370
LK_4109065,1977
LK_4109070,2066
LK_4109075,1274
LK_4109080,1801
LK_4109085,1778
LK_4109090,2635
LK_4109095,1788
LK_4109100,1984
LK_4109105,824
LK_4109110,2568
LK_4109115,1076
LK_4109120,773
LK_4109125,1603
LK_4109130,1252
LK_4109135,2097
LK_4109140,634
LK_4112,29518
LK_4112005,2199
LK_4112010,2142
LK_4112015,2493
LK_4112020,1506
LK_4112025,1244
LK_4112030,1746
LK_4112035,1141
LK_4112040,2020
LK_4112045,2134
LK_4112050,966
LK_4112055,1521
LK_4112060,487
LK_4112065,925
LK_4112070,849
LK_4112075,388
LK_4112080,1491
LK_4112085,518
LK_4112090,1732
LK_4112095,818
LK_4112100,47
LK_4112105,104
LK_4112115,325
LK_4112125,12
LK_4112130,31
LK_4112135,132
LK_4112140,827
LK_4112160,160
LK_4112165,1398
LK_4112170,117
LK_4112225,45
LK_4115,53016
LK_4115005,1479
LK_4115010,2008
LK_4115015,2089
LK_4115020,2931
LK_4115025,2005
LK_4115030,2759
LK_4115035,1664
LK_4115040,814
LK_4115045,2359
LK_4115050,1298
LK_4115055,2215
LK_4115060,1458
LK_4115065,1705
LK_4115070,1227
LK_4115075,3687
LK_4115080,1586
LK_4115085,1722
LK_4115090,1650
LK_4115095,1661
LK_4115100,1453
LK_4115105,1603
LK_4115110,3360
LK_4115115,1322
LK_4115120,1566
LK_4115125,1155
LK_4115130,1094
LK_4115135,1001
LK_4115140,1677
LK_4115145,1815
LK_4115150,653
LK_4118,73225
LK_4118005,2552
LK_4118010,2178
LK_4118015,2190
LK_4118020,3825
LK_4118025,3728
LK_4118030,2598
LK_4118035,2643
LK_4118040,2397
LK_4118045,4678
LK_4118050,2641
LK_4118055,3295
LK_4118060,2156
LK_4118065,2546
LK_4118070,1159
LK_4118075,1845
LK_4118080,2088
LK_4118085,3173
LK_4118090,1603
LK_4118095,1335
LK_4118100,1256
LK_4118105,2414
LK_4118110,3556
LK_4118115,3241
LK_4118120,1035
LK_4118125,2342
LK_4118130,1874
LK_4118135,833
LK_4118140,860
LK_4118145,2037
LK_4118150,2798
LK_4118155,2349
LK_4121,45730
LK_4121005,1736
LK_4121010,2034
LK_4121015,1624
LK_4121020,1348
LK_4121025,1460
LK_4121030,1929
LK_4121035,1027
LK_4121040,997
LK_4121045,1275
LK_4121050,1472
LK_4121055,1901
LK_4121060,2213
LK_4121065,1669
LK_4121070,1581
LK_4121075,1255
LK_4121080,1696
LK_4121085,1026
LK_4121090,751
LK_4121095,837
LK_4121100,1305
LK_4121105,1321
LK_4121110,1176
LK_4121115,1387
LK_4121120,1240
LK_4121125,678
LK_4121130,635
LK_4121135,1205
LK_4121140,1146
LK_4121145,1072
LK_4121150,1379
LK_4121155,1484
LK_4121160,1401
LK_4121165,1521
LK_4121170,746
LK_4121175,203
LK_4124,12766
LK_4124005,954
LK_4124010,1290
LK_4124015,632
LK_4124020,473
LK_4124025,642
LK_4124035,340
LK_4124040,85
LK_4124045,950
LK_4124050,505
LK_4124055,919
LK_4124060,874
LK_4124065,1526
LK_4124070,1135
LK_4124075,766
LK_4124080,1188
LK_4124085,487
LK_4127,47565
LK_4127005,721
LK_4127010,838
LK_4127015,2203
LK_4127020,673
LK_4127025,467
LK_4127030,983
LK_4127035,476
LK_4127040,582
LK_4127045,883
LK_4127050,685
LK_4127055,1889
LK_4127060,2155
LK_4127065,790
LK_4127070,1300
LK_4127075,2088
LK_4127080,1888
LK_4127085,1404
LK_4127090,2030
LK_4127095,2083
LK_4127100,1373
LK_4127105,2956
LK_4127110,1935
LK_4127115,1303
LK_4127120,2432
LK_4127125,1796
LK_4127130,1043
LK_4127135,1602
LK_4127140,1367
LK_4127145,1874
LK_4127150,1398
LK_4127155,1518
LK_4127160,853
LK_4127165,536
LK_4127170,596
LK_4127175,845
LK_4130,64704
LK_4130005,538
LK_4130010,1585
LK_4130015,925
LK_4130020,1661
LK_4130025,711
LK_4130030,1212
LK_4130035,2157
LK_4130040,1112
LK_4130045,585
LK_4130050,878
LK_4130055,960
LK_4130060,358
LK_4130065,981
LK_4130070,2335
LK_4130075,1706
LK_4130080,914
LK_4130085,1080
LK_4130090,1831
LK_4130095,1145
LK_4130100,651
LK_4130105,1802
LK_4130110,706
LK_4130115,882
LK_4130120,620
LK_4130125,1108
LK_4130130,1072
LK_4130135,922
LK_4130140,1555
LK_4130145,1359
LK_4130150,739
LK_4130155,1839
LK_4130160,1845
LK_4130165,1127
LK_4130170,1505
LK_4130175,1310
LK_4130180,671
LK_4130185,1573
LK_4130190,1018
LK_4130195,1257
LK_4130200,1689
LK_4130205,1504
LK_4130210,867
LK_4130215,315
LK_4130220,541
LK_4130225,1394
LK_4130230,262
LK_4130235,680
LK_4130240,1105
LK_4130245,646
LK_4130250,770
LK_4130255,648
LK_4130260,1017
LK_4130265,348
LK_4130270,1085
LK_4130275,1177
LK_4130280,1123
LK_4130285,987
LK_4130290,1225
LK_4130295,705
LK_4130300,381
LK_4133,68142
LK_4133005,1471
LK_4133010,1098
LK_4133015,1831
LK_4133020,1582
LK_4133025,1105
LK_4133030,879
LK_4133035,1649
LK_4133040,1135
LK_4133045,1743
LK_4133050,2012
LK_4133055,2647
LK_4133060,2260
LK_4133065,1501
LK_4133070,1794
LK_4133075,2263
LK_4133080,1161
LK_4133085,1153
LK_4133090,1768
LK_4133095,591
LK_4133100,1595
LK_4133105,3611
LK_4133110,2628
LK_4133115,837
LK_4133120,1202
LK_4133125,1662
LK_4133130,3556
LK_4133135,1951
LK_4133140,1905
LK_4133145,1029
LK_4133150,2050
LK_4133155,2156
LK_4133160,1589
LK_4133165,1774
LK_4133170,2628
LK_4133175,1430
LK_4133180,838
LK_4133185,1369
LK_4133190,1747
LK_4133195,1420
LK_4133200,1522
LK_4136,50491
LK_4136005,722
LK_4136010,2909
LK_4136015,522
LK_4136020,1262
LK_4136025,1178
LK_4136030,2823
LK_4136035,1630
LK_4136040,4108
LK_4136045,3546
LK_4136050,1974
LK_4136055,1546
LK_4136060,874
LK_4136065,2142
LK_4136070,1988
LK_4136075,1915
LK_4136080,1703
LK_4136085,1531
LK_4136090,1911
LK_4136095,1153
LK_4136100,1372
LK_4136105,2040
LK_4136110,1654
LK_4136115,1685
LK_4136120,1888
LK_4136125,2356
LK_4136130,1272
LK_4136135,1538
LK_4136140,1249
LK_4139,16742
LK_4139005,251
LK_4139010,472
LK_4139015,801
LK_4139020,1721
LK_4139025,582
LK_4139030,376
LK_4139035,487
LK_4139040,1036
LK_4139045,341
LK_4139050,539
LK_4139055,1147
LK_4139060,351
LK_4139065,918
LK_4139070,359
LK_4139075,553
LK_4139080,202
LK_4139085,285
LK_4139090,73
LK_4139095,398
LK_4139100,979
LK_4139105,319
LK_4139110,562
LK_4139115,199
LK_4139120,235
LK_4139125,270
LK_4139130,197
LK_4139135,428
LK_4139140,936
LK_4139145,661
LK_4139150,1064
LK_4142,3824
LK_4142005,680
LK_4142010,428
LK_4142015,898
LK_4142020,703
LK_4142025,576
LK_4142030,539
LK_42,99570
LK_4203,51078
LK_4203005,968
LK_4203010,88
LK_4203015,1288
LK_4203020,754
LK_4203025,522
LK_4203030,315
LK_4203035,1155
LK_4203040,2486
LK_4203045,1198
LK_4203050,1150
LK_4203055,1798
LK_4203060,852
LK_4203065,638
LK_4203070,1776
LK_4203075,617
LK_4203080,417
LK_4203085,753
LK_4203090,368
LK_4203095,513
LK_4203100,1526
LK_4203105,2180
LK_4203110,2114
LK_4203115,334
LK_4203120,736
LK_4203125,1834
LK_4203130,2353
LK_4203135,1486
LK_4203140,3407
LK_4203145,2005
LK_4203150,1834
LK_4203155,1386
LK_4203160,2064
LK_4203165,1504
LK_4203170,977
LK_4203175,677
LK_4203180,941
LK_4203185,1526
LK_4203190,790
LK_4203195,15
LK_4203200,442
LK_4203205,186
LK_4203210,63
LK_4203215,322
LK_4203220,393
LK_4203225,23
LK_4203230,433
LK_4203235,849
LK_4203240,317
LK_4203245,705
LK_4206,14771
LK_4206005,848
LK_4206010,551
LK_4206015,1219
LK_4206020,629
LK_4206025,606
LK_4206030,216
LK_4206035,55
LK_4206040,202
LK_4206045,246
LK_4206050,193
LK_4206055,534
LK_4206060,555
LK_4206065,261
LK_4206070,271
LK_4206075,439
LK_4206080,51
LK_4206085,192
LK_4206090,291
LK_4206095,198
LK_4206100,73
LK_4206105,599
LK_4206110,181
LK_4206115,331
LK_4206120,235
LK_4206125,420
LK_4206130,379
LK_4206135,404
LK_4206140,669
LK_4206145,261
LK_4206150,291
LK_4206155,660
LK_4206160,441
LK_4206165,543
LK_4206170,599
LK_4206175,339
LK_4206180,789
LK_4209,7711
LK_4209005,760
LK_4209010,131
LK_4209015,489
LK_4209020,252
LK_4209025,264
LK_4209030,289
LK_4209035,230
LK_4209040,938
LK_4209045,693
LK_4209050,492
LK_4209055,423
LK_4209060,1527
LK_4209065,277
LK_4209070,34
LK_4209075,179
LK_4209080,220
LK_4209085,513
LK_4212,17891
LK_4212005,789
LK_4212010,710
LK_4212015,1450
LK_4212020,1001
LK_4212025,877
LK_4212030,511
LK_4212035,499
LK_4212040,205
LK_4212045,495
LK_4212050,388
LK_4212055,48
LK_4212060,468
LK_4212065,1378
LK_4212070,209
LK_4212075,167
LK_4212080,339
LK_4212085,422
LK_4212090,236
LK_4212095,394
LK_4212100,397
LK_4212105,512
LK_4212110,429
LK_4212115,500
LK_4212120,424
LK_4212125,1761
LK_4212130,448
LK_4212135,374
LK_4212140,777
LK_4212145,533
LK_4212150,813
LK_4212155,337
LK_4215,8119
LK_4215005,1049
LK_4215010,709
LK_4215015,127
LK_4215020,368
LK_4215025,439
LK_4215030,254
LK_4215035,145
LK_4215040,358
LK_4215045,506
LK_4215050,513
LK_4215055,143
LK_4215060,659
LK_4215065,395
LK_4215070,946
LK_4215075,516
LK_4215080,393
LK_4215085,229
LK_4215090,287
LK_4215095,32
LK_4215100,51
LK_43,172115
LK_4303,11578
LK_4303005,47
LK_4303010,26
LK_4303015,132
LK_4303020,413
LK_4303025,529
LK_4303030,853
LK_4303035,527
LK_4303040,908
LK_4303045,569
LK_4303050,524
LK_4303055,498
LK_4303060,793
LK_4303065,181
LK_4303070,547
LK_4303075,649
LK_4303080,947
LK_4303085,770
LK_4303090,1325
LK_4303095,744
LK_4303100,541
LK_4303105,2
LK_4303110,6
LK_4303115,10
LK_4303120,16
LK_4303125,21
LK_4306,13118
LK_4306005,875
LK_4306010,86
LK_4306015,101
LK_4306020,733
LK_4306025,168
LK_4306030,129
LK_4306035,445
LK_4306040,869
LK_4306045,1260
LK_4306050,809
LK_4306055,565
LK_4306060,1146
LK_4306065,800
LK_4306070,827
LK_4306075,848
LK_4306080,656
LK_4306085,801
LK_4306090,844
LK_4306095,372
LK_4306100,784
LK_4309,117533
LK_4309005,1005
LK_4309010,547
LK_4309015,434
LK_4309020,227
LK_4309025,313
LK_4309030,300
LK_4309035,316
LK_4309040,653
LK_4309045,150
LK_4309050,73
LK_4309055,1210
LK_4309060,806
LK_4309065,864
LK_4309070,4417
LK_4309075,3925
LK_4309080,6229
LK_4309085,3568
LK_4309090,5527
LK_4309095,6367
LK_4309100,4674
LK_4309105,1105
LK_4309110,1008
LK_4309115,3145
LK_4309120,4735
LK_4309125,1893
LK_4309130,1924
LK_4309135,2856
LK_4309140,2014
LK_4309145,2525
LK_4309150,4597
LK_4309155,2300
LK_4309160,2269
LK_4309165,2031
LK_4309170,3437
LK_4309175,9313
LK_4309180,3630
LK_4309185,6051
LK_4309190,3530
LK_4309195,5021
LK_4309200,6469
LK_4309205,5246
LK_4309210,829
LK_4312,29886
LK_4312005,9747
LK_4312010,424
LK_4312015,596
LK_4312020,192
LK_4312025,344
LK_4312030,2290
LK_4312035,1007
LK_4312040,1134
LK_4312045,875
LK_4312050,677
LK_4312055,1336
LK_4312060,1638
LK_4312065,2377
LK_4312070,2316
LK_4312075,2173
LK_4312080,701
LK_4312085,781
LK_4312090,335
LK_4312095,289
LK_4312100,654
LK_44,92238
LK_4403,9699
LK_4403005,433
LK_4403010,315
LK_4403015,281
LK_4403020,1519
LK_4403025,520
LK_4403030,662
LK_4403035,527
LK_4403040,359
LK_4403045,796
LK_4403050,123
LK_4403055,419
LK_4403060,192
LK_4403065,389
LK_4403070,763
LK_4403075,453
LK_4403080,449
LK_4403085,214
LK_4403090,578
LK_4403095,351
LK_4403100,356
LK_4406,7117
LK_4406005,669
LK_4406010,435
LK_4406015,440
LK_4406020,552
LK_4406025,396
LK_4406030,636
LK_4406035,1081
LK_4406040,731
LK_4406045,124
LK_4406050,424
LK_4406055,649
LK_4406060,161
LK_4406065,185
LK_4406070,305
LK_4406075,329
LK_4409,23824
LK_4409005,2
LK_4409010,1120
LK_4409015,3778
LK_4409025,1090
LK_4409030,767
LK_4409045,615
LK_4409055,2345
LK_4409060,1135
LK_4409065,2291
LK_4409070,1953
LK_4409075,2995
LK_4409080,1527
LK_4409085,970
LK_4409090,1255
LK_4409095,1981
LK_4412,15721
LK_4412005,378
LK_4412010,167
LK_4412015,992
LK_4412020,340
LK_4412025,371
LK_4412030,886
LK_4412035,784
LK_4412040,441
LK_4412045,429
LK_4412050,1651
LK_4412055,1076
LK_4412060,882
LK_4412065,1013
LK_4412070,689
LK_4412075,88
LK_4412080,961
LK_4412085,451
LK_4412090,428
LK_4412095,321
LK_4412100,212
LK_4412105,31
LK_4412110,314
LK_4412115,472
LK_4412120,298
LK_4412125,699
LK_4412130,656
LK_4412135,691
LK_4415,28973
LK_4415005,652
LK_4415010,1037
LK_4415020,928
LK_4415025,247
LK_4415030,1333
LK_4415035,434
LK_4415040,608
LK_4415045,458
LK_4415050,1259
LK_4415055,466
LK_4415060,605
LK_4415065,552
LK_4415070,327
LK_4415075,407
LK_4415080,555
LK_4415085,92
LK_4415090,90
LK_4415095,106
LK_4415100,237
LK_4415105,940
LK_4415110,638
LK_4415115,659
LK_4415120,446
LK_4415125,1081
LK_4415130,285
LK_4415135,608
LK_4415140,665
LK_4415145,258
LK_4415150,628
LK_4415160,382
LK_4415165,1319
LK_4415170,984
LK_4415175,426
LK_4415180,1536
LK_4415185,645
LK_4415190,499
LK_4415195,633
LK_4415200,1465
LK_4415205,266
LK_4415210,167
LK_4415215,771
LK_4415220,1413
LK_4415225,370
LK_4415230,1451
LK_4415235,14
LK_4415240,8
LK_4415245,11
LK_4415250,12
LK_4418,6904
LK_4418005,277
LK_4418010,556
LK_4418015,1335
LK_4418020,891
LK_4418025,613
LK_4418030,225
LK_4418035,1129
LK_4418040,968
LK_4418045,910
LK_45,113510
LK_4503,8530
LK_4503005,250
LK_4503010,368
LK_4503020,562
LK_4503025,274
LK_4503030,434
LK_4503035,582
LK_4503040,420
LK_4503050,511
LK_4503055,783
LK_4503060,635
LK_4503065,716
LK_4503070,428
LK_4503075,737
LK_4503080,1101
LK_4503085,729
LK_4506,23194
LK_4506010,2404
LK_4506015,1029
LK_4506020,1395
LK_4506025,1145
LK_4506030,687
LK_4506035,2283
LK_4506040,1215
LK_4506045,2073
LK_4506050,1133
LK_4506055,5575
LK_4506060,300
LK_4506065,1578
LK_4506070,957
LK_4506075,739
LK_4506080,681
LK_4509,61484
LK_4509005,1951
LK_4509010,2193
LK_4509015,2619
LK_4509020,1048
LK_4509025,1834
LK_4509030,763
LK_4509035,1915
LK_4509040,1185
LK_4509045,877
LK_4509050,586
LK_4509055,961
LK_4509060,1600
LK_4509065,3031
LK_4509070,2220
LK_4509075,1622
LK_4509080,1249
LK_4509085,1450
LK_4509090,2352
LK_4509095,833
LK_4509100,2306
LK_4509105,1076
LK_4509110,1107
LK_4509115,1395
LK_4509120,2087
LK_4509125,1015
LK_4509130,2217
LK_4509135,994
LK_4509140,2105
LK_4509145,1109
LK_4509150,723
LK_4509155,860
LK_4509160,579
LK_4509165,730
LK_4509170,1184
LK_4509175,1357
LK_4509180,1039
LK_4509185,1759
LK_4509190,1950
LK_4509195,1290
LK_4509200,1577
LK_4509205,1262
LK_4509210,1474
LK_4512,20302
LK_4512005,240
LK_4512010,455
LK_4512015,595
LK_4512025,667
LK_4512030,569
LK_4512035,1756
LK_4512040,1568
LK_4512045,829
LK_4512050,336
LK_4512055,461
LK_4512060,741
LK_4512065,3410
LK_4512070,1836
LK_4512075,1699
LK_4512080,987
LK_4512085,2162
LK_4512090,486
LK_4512095,1505
LK_5,1555510
LK_51,526567
LK_5103,21537
LK_5103005,2492
LK_5103010,1817
LK_5103015,1386
LK_5103020,1830
LK_5103025,1989
LK_5103030,2135
LK_5103035,684
LK_5103040,287
LK_5103045,1749
LK_5103050,579
LK_5103055,1987
LK_5103060,1301
LK_5103065,315
LK_5103070,799
LK_5103075,1027
LK_5103080,1160
LK_5104,25687
LK_5104005,1747
LK_5104010,2279
LK_5104015,2105
LK_5104020,2306
LK_5104025,2724
LK_5104030,2997
LK_5104035,4540
LK_5104040,2810
LK_5104045,4179
LK_5106,22182
LK_5106005,3448
LK_5106010,3320
LK_5106015,2243
LK_5106020,2238
LK_5106025,2498
LK_5106030,2877
LK_5106035,3155
LK_5106040,2403
LK_5109,23376
LK_5109005,1037
LK_5109010,1300
LK_5109015,1960
LK_5109020,2808
LK_5109025,2382
LK_5109030,3934
LK_5109035,2303
LK_5109040,691
LK_5109045,1778
LK_5109050,2355
LK_5109055,2030
LK_5109060,798
LK_5110,26143
LK_5110005,423
LK_5110010,1723
LK_5110015,857
LK_5110020,406
LK_5110030,379
LK_5110035,867
LK_5110040,839
LK_5110045,1156
LK_5110050,3728
LK_5110055,1491
LK_5110060,2030
LK_5110065,3156
LK_5110070,2414
LK_5110075,2048
LK_5110080,1999
LK_5110085,1481
LK_5110090,1146
LK_5112,75478
LK_5112005,2737
LK_5112010,972
LK_5112015,1780
LK_5112020,2761
LK_5112025,2007
LK_5112030,3093
LK_5112035,2469
LK_5112040,1866
LK_5112045,1399
LK_5112050,2644
LK_5112055,1374
LK_5112060,1328
LK_5112065,3950
LK_5112070,3303
LK_5112075,1326
LK_5112080,242
LK_5112085,1107
LK_5112090,804
LK_5112095,1721
LK_5112100,1690
LK_5112105,2786
LK_5112110,2293
LK_5112115,3829
LK_5112120,5313
LK_5112125,1260
LK_5112130,1556
LK_5112135,2924
LK_5112140,1953
LK_5112145,1587
LK_5112150,2079
LK_5112155,1737
LK_5112160,2503
LK_5112165,1604
LK_5112170,1292
LK_5112175,1177
LK_5112180,624
LK_5112185,634
LK_5112190,337
LK_5112195,1417
LK_5115,24643
LK_5115005,1066
LK_5115010,769
LK_5115015,3193
LK_5115020,3292
LK_5115025,1683
LK_5115030,1014
LK_5115035,2171
LK_5115040,1615
LK_5115045,1627
LK_5115050,1239
LK_5115055,1566
LK_5115060,1512
LK_5115065,1209
LK_5115070,1161
LK_5115075,1526
LK_5118,86227
LK_5118005,952
LK_5118010,281
LK_5118015,2263
LK_5118020,1994
LK_5118025,3060
LK_5118030,1677
LK_5118035,1312
LK_5118040,2295
LK_5118045,4233
LK_5118050,1082
LK_5118055,2959
LK_5118060,1971
LK_5118065,886
LK_5118070,1133
LK_5118075,1546
LK_5118080,3871
LK_5118085,343
LK_5118090,1349
LK_5118095,1443
LK_5118100,949
LK_5118105,2495
LK_5118110,1153
LK_5118115,1540
LK_5118120,604
LK_5118125,1555
LK_5118130,2907
LK_5118135,1263
LK_5118140,1893
LK_5118145,1254
LK_5118150,2369
LK_5118155,2484
LK_5118160,3106
LK_5118165,1907
LK_5118170,1590
LK_5118175,1098
LK_5118180,1272
LK_5118185,3093
LK_5118190,1376
LK_5118195,1886
LK_5118200,1009
LK_5118205,770
LK_5118210,1141
LK_5118215,4009
LK_5118220,1270
LK_5118225,2900
LK_5118230,844
LK_5118235,649
LK_5118240,3191
LK_5121,28489
LK_5121005,891
LK_5121010,1654
LK_5121015,1798
LK_5121020,1603
LK_5121025,1491
LK_5121030,1127
LK_5121035,512
LK_5121040,876
LK_5121045,822
LK_5121050,1948
LK_5121055,684
LK_5121060,1643
LK_5121065,1152
LK_5121070,1038
LK_5121075,1010
LK_5121080,777
LK_5121085,949
LK_5121090,1809
LK_5121095,535
LK_5121100,986
LK_5121105,757
LK_5121110,1170
LK_5121115,1002
LK_5121120,2255
LK_5124,40356
LK_5124005,1133
LK_5124010,1817
LK_5124015,1989
LK_5124020,2436
LK_5124025,4837
LK_5124030,4874
LK_5124035,1289
LK_5124040,1323
LK_5124045,964
LK_5124050,1424
LK_5124055,1045
LK_5124060,2517
LK_5124065,2049
LK_5124070,5420
LK_5124075,2588
LK_5124080,1740
LK_5124085,2043
LK_5124090,868
LK_5127,30694
LK_5127005,1531
LK_5127010,1148
LK_5127015,1353
LK_5127020,900
LK_5127025,1108
LK_5127030,991
LK_5127035,1640
LK_5127040,2607
LK_5127045,1240
LK_5127050,998
LK_5127055,1037
LK_5127060,936
LK_5127065,931
LK_5127070,571
LK_5127075,1411
LK_5127080,603
LK_5127085,955
LK_5127090,711
LK_5127095,1010
LK_5127100,498
LK_5127105,382
LK_5127110,1413
LK_5127115,2355
LK_5127120,2335
LK_5127125,615
LK_5127130,815
LK_5127135,600
LK_5130,24726
LK_5130005,1000
LK_5130010,1237
LK_5130015,632
LK_5130020,1100
LK_5130025,789
LK_5130030,717
LK_5130035,2034
LK_5130040,1784
LK_5130045,1030
LK_5130050,1468
LK_5130055,1356
LK_5130060,1035
LK_5130065,823
LK_5130070,677
LK_5130075,1184
LK_5130080,1556
LK_5130085,654
LK_5130090,1206
LK_5130095,815
LK_5130100,689
LK_5130105,589
LK_5130110,897
LK_5130115,1113
LK_5130120,341
LK_5133,36222
LK_5133005,870
LK_5133010,1413
LK_5133015,771
LK_5133020,784
LK_5133025,715
LK_5133030,1135
LK_5133035,766
LK_5133040,446
LK_5133045,805
LK_5133050,1147
LK_5133055,636
LK_5133060,457
LK_5133065,548
LK_5133070,1413
LK_5133075,330
LK_5133080,407
LK_5133085,602
LK_5133090,571
LK_5133095,527
LK_5133100,953
LK_5133105,591
LK_5133110,1094
