region_id,total_population
LK_1112120,3240
LK_1112125,3128
LK_1112130,3525
LK_1112135,2873
LK_1112140,2207
LK_1112145,3062
LK_1112150,3154
LK_1112155,3867
LK_1112160,2035
LK_1112165,6457
LK_1112170,4701
LK_1112175,2771
LK_1112180,3332
LK_1112185,2472
LK_1112190,4223
LK_1112195,3360
LK_1112200,3845
LK_1112205,4467
LK_1112210,2983
LK_1112215,1581
LK_1112220,2429
LK_1112225,2452
LK_1112230,4931
LK_1112235,1894
LK_1112240,3594
LK_1112245,4655
LK_1112250,3278
LK_1112255,2502
LK_1112260,4039
LK_1112265,3192
LK_1112270,2679
LK_1112275,3762
LK_1112280,2127
LK_1112285,2888
LK_1112290,3981
LK_1112295,1529
LK_1112300,1942
LK_1112305,3189
LK_1112310,2968
LK_1112315,4087
LK_1112320,3087
LK_1112325,2129
LK_1112330,1843
LK_1112335,1695
LK_1112340,3225
LK_1112345,2850
LK_1112350,2091
LK_1112355,2497
LK_1112360,3189
LK_1112365,2681
LK_1112370,2131
LK_1112375,3073
LK_1112380,1315
LK_1112385,1977
LK_1112390,2044
LK_1112395,954
LK_1112400,2418
LK_1112405,4878
LK_1115,113807
LK_1115005,1700
LK_1115010,1799
LK_1115015,1080
LK_1115020,598
LK_1115025,2048
LK_1115030,3356
LK_1115035,1689
LK_1115040,815
LK_1115045,2316
LK_1115050,2333
LK_1115055,2649
LK_1115060,2001
LK_1115065,1631
LK_1115070,2664
LK_1115075,1385
LK_1115080,1076
LK_1115085,1195
LK_1115090,1152
LK_1115095,1431
LK_1115100,2464
LK_1115105,1959
LK_1115110,1830
LK_1115115,1307
LK_1115120,2095
LK_1115125,1837
LK_1115130,2138
LK_1115135,1725
LK_1115140,1877
LK_1115145,2964
LK_1115150,3837
LK_1115155,1307
LK_1115160,1301
LK_1115165,1893
LK_1115170,2099
LK_1115175,1451
LK_1115180,2033
LK_1115185,3559
LK_1115190,928
LK_1115195,1339
LK_1115200,1492
LK_1115205,2989
LK_1115210,1510
LK_1115215,1681
LK_1115220,1173
LK_1115225,1732
LK_1115230,1322
LK_1115235,1478
LK_1115240,2146
LK_1115245,1128
LK_1115250,1512
LK_1115255,1627
LK_1115260,666
LK_1115265,1717
LK_1115270,1041
LK_1115275,1857
LK_1115280,1717
LK_1115285,2807
LK_1115290,868
LK_1115295,1233
LK_1115300,606
LK_1115305,533
LK_1115310,708
LK_1115315,767
LK_1115320,744
LK_1115325,1289
LK_1115330,1713
LK_1115335,1976
LK_1115340,914
LK_1118,65267
LK_1118005,845
LK_1118010,1518
LK_1118015,857
LK_1118020,1789
LK_1118025,794
LK_1118030,970
LK_1118035,1891
LK_1118040,1074
LK_1118045,727
LK_1118050,1339
LK_1118055,1878
LK_1118060,707
LK_1118065,1438
LK_1118070,1332
LK_1118075,2790
LK_1118080,2391
LK_1118085,1247
LK_1118090,2939
LK_1118095,1520
LK_1118100,2168
LK_1118105,1157
LK_1118110,2157
LK_1118115,1814
LK_1118120,1593
LK_1118125,2340
LK_1118130,1071
LK_1118135,1329
LK_1118140,1175
LK_1118145,1469
LK_1118150,983
LK_1118155,1361
LK_1118160,2059
LK_1118165,1498
LK_1118170,1901
LK_1118175,1284
LK_1118180,1763
LK_1118185,753
LK_1118190,1367
LK_1118195,1755
LK_1118200,932
LK_1118205,764
LK_1118210,621
LK_1118215,1412
LK_1118220,917
LK_1118225,765
LK_1118230,813
LK_1121,196423
LK_1121005,6043
LK_1121010,6222
LK_1121015,6244
LK_1121020,5492
LK_1121025,6217
LK_1121030,4956
LK_1121035,5632
LK_1121040,4471
LK_1121045,1259
LK_1121050,2697
LK_1121055,4342
LK_1121060,2466
LK_1121065,7647
LK_1121070,3513
LK_1121075,4543
LK_1121080,7086
LK_1121085,5838
LK_1121090,6309
LK_1121095,4780
LK_1121100,6546
LK_1121105,3695
LK_1121110,2464
LK_1121115,5233
LK_1121120,4060
LK_1121125,2766
LK_1121130,7159
LK_1121135,2692
LK_1121140,3648
LK_1121145,3458
LK_1121150,1596
LK_1121155,5496
LK_1121160,2255
LK_1121165,5453
LK_1121170,5194
LK_1121175,7328
LK_1121180,4094
LK_1121185,7734
LK_1121190,4901
LK_1121195,3675
LK_1121200,7391
LK_1121205,3828
LK_1124,107883
LK_1124005,11963
LK_1124010,7004
LK_1124015,6749
LK_1124020,3591
LK_1124025,4792
LK_1124030,4059
LK_1124035,5707
LK_1124040,3371
LK_1124045,5929
LK_1124050,3984
LK_1124055,3634
LK_1124060,5301
LK_1124065,5473
LK_1124070,5627
LK_1124075,5446
LK_1124080,3365
LK_1124085,5944
LK_1124090,5352
LK_1124095,7305
LK_1124100,3287
LK_1127,237748
LK_1127005,6709
LK_1127010,7523
LK_1127015,9865
LK_1127020,6954
LK_1127025,10577
LK_1127030,18602
LK_1127035,17355
LK_1127040,21326
LK_1127045,5127
LK_1127050,6498
LK_1127055,11166
LK_1127060,12673
LK_1127065,7348
LK_1127070,7400
LK_1127075,20237
LK_1127080,17846
LK_1127085,14876
LK_1127090,10826
LK_1127095,12451
LK_1127100,12389
LK_1130,88962
LK_1130005,6367
LK_1130010,6334
LK_1130015,4806
LK_1130020,5475
LK_1130025,5517
LK_1130030,6228
LK_1130035,5671
LK_1130040,5184
LK_1130045,6767
LK_1130050,5914
LK_1130055,9058
LK_1130060,3543
LK_1130065,4374
LK_1130070,5633
LK_1130075,8091
LK_1131,95506
LK_1131005,8373
LK_1131010,6624
LK_1131015,6311
LK_1131020,4608
LK_1131025,12166
LK_1131030,8854
LK_1131035,7683
LK_1131040,5018
LK_1131045,7585
LK_1131050,6443
LK_1131055,5736
LK_1131060,6564
LK_1131065,9541
LK_1133,168280
LK_1133005,4201
LK_1133010,4805
LK_1133015,2898
LK_1133020,2711
LK_1133025,2748
LK_1133030,5385
LK_1133035,5918
LK_1133040,3916
LK_1133045,4481
LK_1133050,3049
LK_1133055,3333
LK_1133060,4464
LK_1133065,3783
LK_1133070,2144
LK_1133075,4033
LK_1133080,5380
LK_1133085,3194
LK_1133090,10596
LK_1133095,7487
LK_1133100,3255
LK_1133105,3544
LK_1133110,3375
LK_1133115,2826
LK_1133120,2174
LK_1133125,4524
LK_1133130,4437
LK_1133135,3854
LK_1133140,3630
LK_1133145,3678
LK_1133150,4689
LK_1133155,3592
LK_1133160,2236
LK_1133165,2394
LK_1133170,5696
LK_1133175,2192
LK_1133180,3531
LK_1133185,3582
LK_1133190,3551
LK_1133195,4399
LK_1133200,4603
LK_1133205,2869
LK_1133210,5123
LK_1136,245232
LK_1136005,5039
LK_1136010,1765
LK_1136015,2328
LK_1136020,2631
LK_1136025,3413
LK_1136030,4466
LK_1136035,1485
LK_1136040,4768
LK_1136045,3310
LK_1136050,4842
LK_1136055,2822
LK_1136060,1977
LK_1136065,5204
LK_1136070,3358
LK_1136075,3697
LK_1136080,2045
LK_1136085,5213
LK_1136090,1489
LK_1136095,3435
LK_1136100,6544
LK_1136105,4373
LK_1136110,2542
LK_1136115,5440
LK_1136120,2773
LK_1136125,2194
LK_1136130,4032
LK_1136135,4703
LK_1136140,5503
LK_1136145,3050
LK_1136150,3042
LK_1136155,3633
LK_1136160,3303
LK_1136165,4037
LK_1136170,4949
LK_1136175,2655
LK_1136180,2697
LK_1136185,4690
LK_1136190,3257
LK_1136195,1749
LK_1136200,3385
LK_1136205,2761
LK_1136210,2040
LK_1136215,2303
LK_1136220,3055
LK_1136225,2070
LK_1136230,3633
LK_1136235,2779
LK_1136240,1387
LK_1136245,4294
LK_1136250,5847
LK_1136255,4279
LK_1136260,2019
LK_1136265,1880
LK_1136270,3522
LK_1136275,3939
LK_1136280,4947
LK_1136285,6316
LK_1136290,6628
LK_1136295,3799
LK_1136300,2084
LK_1136305,1524
LK_1136310,4165
LK_1136315,4434
LK_1136320,2196
LK_1136325,5487
LK_1136330,1604
LK_1136335,1300
LK_1136340,1545
LK_1136345,1481
LK_1136350,3184
LK_1136355,2339
LK_1136360,1270
LK_1136365,3283
LK_12,2304833
LK_1203,142136
LK_1203005,4425
LK_1203010,3722
LK_1203015,2777
LK_1203020,3913
LK_1203025,4925
LK_1203030,5025
LK_1203035,3534
LK_1203040,5478
LK_1203045,4921
LK_1203050,6605
LK_1203055,3606
LK_1203060,2997
LK_1203065,3917
LK_1203070,3353
LK_1203075,3928
LK_1203080,3006
LK_1203085,3125
LK_1203090,6062
LK_1203095,3663
LK_1203100,4027
LK_1203105,2718
LK_1203110,2852
LK_1203115,2932
LK_1203120,2948
LK_1203125,2460
LK_1203130,2975
LK_1203135,2058
LK_1203140,6757
LK_1203145,2475
LK_1203150,5453
LK_1203155,4009
LK_1203160,2620
LK_1203165,3452
LK_1203170,2625
LK_1203175,3225
LK_1203180,3729
LK_1203185,2049
LK_1203190,1883
LK_1203195,1907
LK_1206,235291
LK_1206005,1369
LK_1206010,1712
LK_1206015,1720
LK_1206020,2914
LK_1206025,2657
LK_1206030,2623
LK_1206035,2010
LK_1206040,3087
LK_1206045,1762
LK_1206050,3062
LK_1206055,1061
LK_1206060,1823
LK_1206065,4495
LK_1206070,1793
LK_1206075,991
LK_1206080,4286
LK_1206085,3630
LK_1206090,2789
LK_1206095,3212
LK_1206100,5611
LK_1206105,3711
LK_1206110,2594
LK_1206115,4528
LK_1206120,2345
LK_1206125,2010
LK_1206130,2496
LK_1206135,2195
LK_1206140,5505
LK_1206145,6995
LK_1206150,3245
LK_1206155,2621
LK_1206160,1724
LK_1206165,3418
LK_1206170,3656
LK_1206175,6567
LK_1206180,1967
LK_1206185,3622
LK_1206190,3696
LK_1206195,4653
LK_1206200,6804
LK_1206205,2733
LK_1206210,3138
LK_1206215,2701
LK_1206220,1814
LK_1206225,2177
LK_1206230,5738
LK_1206235,3361
LK_1206240,2708
LK_1206245,2552
LK_1206250,1758
LK_1206255,5898
LK_1206260,4824
LK_1206265,8538
LK_1206270,1476
LK_1206275,2225
LK_1206280,1961
LK_1206285,2465
LK_1206290,2458
LK_1206295,2111
LK_1206300,1723
LK_1206305,1221
LK_1206310,1894
LK_1206315,1828
LK_1206320,2554
LK_1206325,3197
LK_1206330,5210
LK_1206335,3041
LK_1206340,2402
LK_1206345,1915
LK_1206350,4127
LK_1206355,1672
LK_1206360,3062
LK_1206365,2475
LK_1206370,2691
LK_1206375,1848
LK_1206380,1758
LK_1206385,1188
LK_1206390,1490
LK_1206395,2400
LK_1209,144506
LK_1209005,1451
LK_1209010,1250
LK_1209015,700
LK_1209020,943
LK_1209025,879
LK_1209030,1373
LK_1209035,462
LK_1209040,1256
LK_1209045,556
LK_1209050,398
LK_1209055,1729
LK_1209060,1239
LK_1209065,1147
LK_1209070,954
LK_1209075,1283
LK_1209080,721
LK_1209085,1131
LK_1209090,1109
LK_1209095,1014
LK_1209100,1059
LK_1209105,845
LK_1209110,1742
LK_1209115,1267
LK_1209120,1676
LK_1209125,2219
LK_1209130,1418
LK_1209135,872
LK_1209140,1487
LK_1209145,1435
LK_1209150,1657
LK_1209155,924
LK_1209160,1008
LK_1209165,982
LK_1209170,790
LK_1209175,1421
LK_1209180,987
LK_1209185,810
LK_1209190,882
LK_1209195,631
LK_1209200,1065
LK_1209205,1646
LK_1209210,1855
LK_1209215,614
LK_1209220,1312
LK_1209225,877
LK_1209230,971
LK_1209235,855
LK_1209240,785
LK_1209245,362
LK_1209250,909
LK_1209255,1049
LK_1209260,730
LK_1209265,827
LK_1209270,1565
LK_1209275,1369
LK_1209280,966
LK_1209285,1519
LK_1209290,955
LK_1209295,1956
LK_1209300,722
LK_1209305,1857
LK_1209310,884
LK_1209315,2328
LK_1209320,1345
LK_1209325,1562
LK_1209330,1402
LK_1209335,638
LK_1209340,1046
LK_1209345,963
LK_1209350,1663
LK_1209355,1784
LK_1209360,1031
LK_1209365,1434
LK_1209370,1842
LK_1209375,787
LK_1209380,1135
LK_1209385,1916
LK_1209390,1145
LK_1209395,827
LK_1209400,1003
LK_1209405,573
LK_1209410,557
LK_1209415,2559
LK_1209420,1060
LK_1209425,882
LK_1209430,830
LK_1209435,1165
LK_1209440,1004
LK_1209445,1010
LK_1209450,621
LK_1209455,1218
LK_1209460,935
LK_1209465,398
LK_1209470,488
LK_1209475,911
LK_1209480,378
LK_1209485,888
LK_1209490,878
LK_1209495,1220
LK_1209500,2268
LK_1209505,692
LK_1209510,1205
LK_1209515,1715
LK_1209520,1380
LK_1209525,1447
LK_1209530,1389
LK_1209535,2542
LK_1209540,756
LK_1209545,788
LK_1209550,1712
LK_1209555,1048
LK_1209560,824
LK_1209565,2028
LK_1209570,907
LK_1209575,1145
LK_1209580,1166
LK_1209585,798
LK_1209590,1531
LK_1209595,3105
LK_1209600,780
LK_1209605,1013
LK_1209610,2168
LK_1209615,1316
LK_1212,164580
LK_1212005,3206
LK_1212010,1683
LK_1212015,1982
LK_1212020,773
LK_1212025,855
LK_1212030,969
LK_1212035,898
LK_1212040,866
LK_1212045,1336
LK_1212050,920
LK_1212055,1255
LK_1212060,1506
LK_1212065,1299
LK_1212070,1863
LK_1212075,1045
LK_1212080,703
LK_1212085,1296
LK_1212090,1281
LK_1212095,895
LK_1212100,1240
LK_1212105,1221
LK_1212110,2311
LK_1212115,1680
LK_1212120,1354
LK_1212125,1071
LK_1212130,1028
LK_1212135,973
LK_1212140,855
LK_1212145,1726
LK_1212150,499
LK_1212155,740
LK_1212160,861
LK_1212165,482
LK_1212170,713
LK_1212175,1021
LK_1212180,606
LK_1212185,866
LK_1212190,617
LK_1212195,495
LK_1212200,620
LK_1212205,1202
LK_1212210,1196
LK_1212215,834
LK_1212220,524
LK_1212225,1081
LK_1212230,1002
LK_1212235,993
LK_1212240,1545
LK_1212245,764
LK_1212250,581
LK_1212255,1202
LK_1212260,1007
LK_1212265,630
LK_1212270,834
LK_1212275,476
LK_1212280,1419
LK_1212285,910
LK_1212290,1284
LK_1212295,786
LK_1212300,396
LK_1212305,1179
LK_1212310,1741
LK_1212315,1021
LK_1212320,1646
LK_1212325,799
LK_1212330,1361
LK_1212335,499
LK_1212340,522
LK_1212345,1243
LK_1212350,967
LK_1212355,1023
LK_1212360,1420
LK_1212365,917
LK_1212370,1314
LK_1212375,468
LK_1212380,675
LK_1212385,1079
LK_1212390,907
LK_1212395,1033
LK_1212400,2135
LK_1212405,684
LK_1212410,847
LK_1212415,926
LK_1212420,944
LK_1212425,640
LK_1212430,669
LK_1212435,924
LK_1212440,1131
LK_1212445,837
LK_1212450,1149
LK_1212455,1939
LK_1212460,919
LK_1212465,1771
LK_1212470,1277
LK_1212475,1016
LK_1212480,1584
LK_1212485,533
LK_1212490,1197
LK_1212495,782
LK_1212500,880
LK_1212505,1034
LK_1212510,1093
LK_1212515,761
LK_1212520,1437
LK_1212525,1239
LK_1212530,1027
LK_1212535,768
LK_1212540,941
LK_1212545,1731
LK_1212550,833
LK_1212555,537
LK_1212560,1054
LK_1212565,1291
LK_1212570,1333
LK_1212575,1564
LK_1212580,1738
LK_1212585,1737
LK_1212590,1461
LK_1212595,974
LK_1212600,537
LK_1212605,1113
LK_1212610,1114
LK_1212615,722
LK_1212620,709
LK_1212625,1189
LK_1212630,794
LK_1212635,680
LK_1212640,2183
LK_1212645,1275
LK_1212650,891
LK_1212655,921
LK_1212660,726
LK_1212665,1429
LK_1212670,836
LK_1212675,1353
LK_1212680,828
LK_1212685,1314
LK_1212690,925
LK_1212695,764
LK_1212700,2302
LK_1212705,2701
LK_1212710,943
LK_1212715,941
LK_1212720,2314
LK_1212725,1128
LK_1212730,1143
LK_1212735,1722
LK_1212740,697
LK_1212745,959
LK_1215,178331
LK_1215005,1398
LK_1215010,1638
LK_1215015,1269
LK_1215020,2648
LK_1215025,1739
LK_1215030,1798
LK_1215035,913
LK_1215040,1881
LK_1215045,1177
LK_1215050,1751
LK_1215055,1192
LK_1215060,1033
LK_1215065,779
LK_1215070,661
LK_1215075,1096
LK_1215080,793
LK_1215085,1221
LK_1215090,506
LK_1215095,1208
LK_1215100,1079
LK_1215105,1080
LK_1215110,1769
LK_1215115,1589
LK_1215120,2072
LK_1215125,1154
LK_1215130,3043
LK_1215135,1928
LK_1215140,2177
LK_1215145,1718
LK_1215150,1517
LK_1215155,1530
LK_1215160,2004
LK_1215165,1527
LK_1215170,1923
LK_1215175,1200
LK_1215180,997
LK_1215185,1154
LK_1215190,854
LK_1215195,1786
LK_1215200,1029
LK_1215205,1729
LK_1215210,1419
LK_1215215,1206
LK_1215220,717
LK_1215225,768
LK_1215230,1598
LK_1215235,1311
LK_1215240,1496
LK_1215245,2564
LK_1215250,1760
LK_1215255,1983
LK_1215260,989
LK_1215265,1004
LK_1215270,1322
LK_1215275,1298
LK_1215280,1422
LK_1215285,1023
LK_1215290,1136
LK_1215295,2779
LK_1215300,3362
LK_1215305,1451
LK_1215310,1095
LK_1215315,1272
LK_1215320,1145
LK_1215325,722
LK_1215330,958
LK_1215335,1726
LK_1215340,1370
LK_1215345,984
LK_1215350,1571
LK_1215355,1187
LK_1215360,1132
LK_1215365,1722
LK_1215370,2433
LK_1215375,1864
LK_1215380,1263
LK_1215385,957
LK_1215390,982
LK_1215395,1122
LK_1215400,1885
LK_1215405,1669
LK_1215410,1466
LK_1215415,2279
LK_1215420,1442
LK_1215425,1327
LK_1215430,1213
LK_1215435,1576
LK_1215440,2077
LK_1215445,1201
LK_1215450,1701
LK_1215455,1553
LK_1215460,1613
LK_1215465,1429
LK_1215470,1283
LK_1215475,1389
LK_1215480,1620
LK_1215485,1273
LK_1215490,1907
LK_1215495,2282
LK_1215500,2022
LK_1215505,1876
LK_1215510,1320
LK_1215515,1333
LK_1215520,2022
LK_1215525,1753
LK_1215530,1131
LK_1215535,1987
LK_1215540,1737
LK_1215545,980
LK_1215550,1704
LK_1215555,871
LK_1215560,1014
LK_1215565,1270
LK_1215570,2109
LK_1215575,1235
LK_1215580,968
LK_1215585,1640
LK_1215590,1709
LK_1215595,1313
LK_1215600,1014
LK_1215605,1465
LK_1218,175525
LK_1218005,2454
LK_1218010,1774
LK_1218015,2366
LK_1218020,1332
LK_1218025,2287
LK_1218030,2137
LK_1218035,2052
LK_1218040,3164
LK_1218045,1361
LK_1218050,3068
LK_1218055,4224
LK_1218060,4245
LK_1218065,4671
LK_1218070,4906
LK_1218075,4397
LK_1218080,4304
LK_1218085,4261
LK_1218090,1828
LK_1218095,2114
LK_1218100,2501
LK_1218105,2230
LK_1218110,3199
LK_1218115,2281
LK_1218120,4771
LK_1218125,4837
LK_1218130,3226
LK_1218135,11686
LK_1218140,7607
LK_1218145,9062
LK_1218150,1623
LK_1218155,4787
LK_1218160,2788
LK_1218165,2631
LK_1218170,3381
LK_1218175,8447
LK_1218180,3234
LK_1218185,4053
LK_1218190,4067
LK_1218195,2624
LK_1218200,4922
LK_1218205,3126
LK_1218210,3464
LK_1218215,4527
LK_1218220,5016
LK_1218225,3426
LK_1218230,5064
LK_1221,201521
LK_1221005,9394
LK_1221010,3236
LK_1221015,2041
LK_1221020,1819
LK_1221025,5687
LK_1221030,3822
LK_1221035,1114
LK_1221040,1612
LK_1221045,2909
LK_1221050,5136
LK_1221055,2425
LK_1221060,3150
LK_1221065,1800
LK_1221070,2919
LK_1221075,5926
LK_1221080,3352
LK_1221085,3991
LK_1221090,3458
LK_1221095,2769
LK_1221100,3972
LK_1221105,3654
LK_1221110,2167
LK_1221115,2843
LK_1221120,2797
LK_1221125,3618
LK_1221130,3989
LK_1221135,2608
LK_1221140,2754
LK_1221145,2453
LK_1221150,1648
LK_1221155,5646
LK_1221160,2303
LK_1221165,2568
LK_1221170,3096
LK_1221175,1166
LK_1221180,1751
LK_1221185,3609
LK_1221190,2017
LK_1221195,3124
LK_1221200,4750
LK_1221205,3739
LK_1221210,3553
LK_1221215,4459
LK_1221220,3986
LK_1221225,2538
LK_1221230,3921
LK_1221235,6748
LK_1221240,5799
LK_1221245,5879
LK_1221250,4332
LK_1221255,3728
LK_1221260,4512
LK_1221265,3814
LK_1221270,3985
LK_1221275,3975
LK_1221280,4191
LK_1221285,3269
LK_1224,197667
LK_1224005,1862
LK_1224010,1559
LK_1224015,1663
LK_1224020,1542
LK_1224025,1134
LK_1224030,828
LK_1224035,692
LK_1224040,973
LK_1224045,1684
LK_1224050,1498
LK_1224055,2086
LK_1224060,2004
LK_1224065,2049
LK_1224070,2048
LK_1224075,792
LK_1224080,1178
LK_1224085,1062
LK_1224090,1187
LK_1224095,3919
LK_1224100,1938
LK_1224105,1596
LK_1224110,1323
LK_1224115,1401
LK_1224120,2903
LK_1224125,1675
LK_1224130,2354
LK_1224135,1373
LK_1224140,1813
LK_1224145,1178
LK_1224150,311
LK_1224155,1636
LK_1224160,1328
LK_1224165,793
LK_1224170,1204
LK_1224175,2551
LK_1224180,2515
LK_1224185,591
LK_1224190,1619
LK_1224195,3083
LK_1224200,571
LK_1224205,1243
LK_1224210,2983
LK_1224215,1398
LK_1224220,1029
LK_1224225,3354
LK_1224230,1945
LK_1224235,1356
LK_1224240,2549
LK_1224245,1412
LK_1224250,1150
LK_1224255,2735
LK_1224260,2028
LK_1224265,1869
LK_1224270,3416
LK_1224275,1168
LK_1224280,3631
LK_1224285,1334
LK_1224290,2217
LK_1224295,2139
LK_1224300,1581
LK_1224305,1892
LK_1224310,2637
LK_1224315,927
LK_1224320,1394
LK_1224325,2997
LK_1224330,2988
LK_1224335,5550
LK_1224340,2127
LK_1224345,2105
LK_1224350,3339
LK_1224355,2162
LK_1224360,3148
LK_1224365,2625
LK_1224370,1923
LK_1224375,1458
LK_1224380,2056
LK_1224385,3307
LK_1224390,1939
LK_1224395,3173
LK_1224400,1605
LK_1224405,2160
LK_1224410,2597
LK_1224415,3064
LK_1224420,1833
LK_1224425,2103
LK_1224430,1812
LK_1224435,1808
LK_1224440,2302
LK_1224445,1735
LK_1224450,1749
LK_1224455,2238
LK_1224460,986
LK_1224465,1610
LK_1224470,2030
LK_1224475,2624
LK_1224480,2237
LK_1224485,2381
LK_1224490,2953
LK_1224495,1883
LK_1224500,1608
LK_1224505,2549
LK_1227,179565
LK_1227005,1372
LK_1227010,1646
LK_1227015,1564
LK_1227020,1542
LK_1227025,551
LK_1227030,1368
LK_1227035,717
LK_1227040,757
LK_1227045,785
LK_1227050,1138
LK_1227055,919
LK_1227060,1027
LK_1227065,1051
LK_1227070,829
LK_1227075,1090
LK_1227080,2411
LK_1227085,868
LK_1227090,1066
LK_1227095,918
LK_1227100,825
LK_1227105,737
LK_1227110,770
LK_1227115,1393
LK_1227120,2333
LK_1227125,1387
LK_1227130,1157
LK_1227135,1382
LK_1227140,1357
LK_1227145,1509
LK_1227150,801
LK_1227155,986
LK_1227160,1027
LK_1227165,611
LK_1227170,653
LK_1227175,1124
LK_1227180,1499
LK_1227185,708
LK_1227190,1268
LK_1227195,408
LK_1227200,1526
LK_1227205,1443
LK_1227210,2198
LK_1227215,1841
LK_1227220,1051
LK_1227225,1156
LK_1227230,388
LK_1227235,1352
LK_1227240,2200
LK_1227245,1608
LK_1227250,1095
LK_1227255,2288
LK_1227260,2177
LK_1227265,813
LK_1227270,1044
LK_1227275,1182
LK_1227280,1023
LK_1227285,1027
LK_1227290,1122
LK_1227295,723
LK_1227300,1298
LK_1227305,1535
LK_1227310,836
LK_1227315,2199
LK_1227320,944
LK_1227325,846
LK_1227330,1018
LK_1227335,1542
LK_1227340,2457
LK_1227345,6391
LK_1227350,1341
LK_1227355,1700
LK_1227360,948
LK_1227365,924
LK_1227370,1245
LK_1227375,2187
LK_1227380,2210
LK_1227385,2178
LK_1227390,1380
LK_1227395,491
LK_1227400,657
LK_1227405,1097
LK_1227410,612
LK_1227415,1316
LK_1227420,541
LK_1227425,889
LK_1227430,721
LK_1227435,467
LK_1227440,902
LK_1227445,852
LK_1227450,884
LK_1227455,558
LK_1227460,640
LK_1227465,925
LK_1227470,2500
LK_1227475,741
LK_1227480,1415
LK_1227485,844
LK_1227490,276
LK_1227495,1749
LK_1227500,2865
LK_1227505,1471
LK_1227510,516
LK_1227515,992
LK_1227520,579
LK_1227525,1417
LK_1227530,903
LK_1227535,1499
LK_1227540,1198
LK_1227545,863
LK_1227550,575
LK_1227555,1265
LK_1227560,790
LK_1227565,981
LK_1227570,896
LK_1227575,706
LK_1227580,810
LK_1227585,704
LK_1227590,1028
LK_1227595,1571
LK_1227600,677
LK_1227605,1188
LK_1227610,1304
LK_1227615,840
LK_1227620,891
LK_1227625,1632
LK_1227630,1431
