region_id,total_housing_units,1_room,2_rooms,3_rooms,4_rooms,5_rooms,6_rooms,7_rooms,8_rooms,9_rooms,10_and_above
LK_7215175,460,39,26,73,194,113,10,1,1,3,0
LK_7215235,669,35,40,70,147,181,113,56,23,3,1
LK_7215025,506,36,31,80,118,116,79,33,10,1,2
LK_7215215,386,29,34,71,88,77,51,23,5,3,5
LK_7215045,259,3,13,38,44,43,60,40,12,5,1
LK_7215020,250,10,24,55,45,47,48,13,7,1,0
LK_7215230,510,17,31,76,119,136,89,27,11,3,1
LK_7215240,468,8,23,66,88,119,89,53,13,6,3
LK_7215070,299,18,26,57,65,66,40,14,9,2,2
LK_7215245,382,6,19,33,60,89,94,53,17,6,5
LK_7215140,215,7,4,35,36,60,49,13,7,1,3
LK_7215260,236,7,30,41,39,53,39,24,1,1,1
LK_7215205,404,32,27,43,79,89,82,35,11,5,1
LK_7215265,240,4,10,30,50,56,43,34,9,3,1
LK_7215200,610,12,55,72,128,141,126,50,15,4,7
LK_7215105,545,27,30,101,122,121,92,29,17,4,2
LK_7215095,300,13,34,49,44,66,53,27,9,3,2
LK_7215120,419,17,38,76,69,116,68,23,6,3,3
LK_7215100,236,10,35,49,46,52,31,7,4,1,1
LK_7215090,242,9,18,33,52,60,47,19,3,1,0
LK_7218025,205,8,16,38,34,39,42,15,9,3,1
LK_7218100,651,22,69,138,129,125,107,46,10,3,2
LK_7218020,424,10,23,69,58,75,81,69,26,9,4
LK_7218105,207,12,10,37,49,51,33,12,3,0,0
LK_7218060,546,67,45,91,92,129,73,39,8,2,0
LK_7218045,286,11,19,39,67,70,49,20,2,7,2
LK_7218065,449,17,29,77,59,70,113,60,17,6,1
LK_7218040,499,21,12,67,89,84,111,71,22,13,9
LK_7218120,669,49,59,106,134,138,105,55,13,7,3
LK_7218125,686,19,73,76,96,144,147,86,35,5,5
LK_7218005,525,25,40,61,89,105,121,61,19,3,1
LK_7218130,409,11,17,53,75,98,75,47,26,5,2
LK_7218090,258,7,17,36,56,45,52,28,9,4,4
LK_7218095,528,18,50,91,98,106,109,35,10,10,1
LK_7218140,306,39,50,53,51,69,24,17,2,0,1
LK_7218115,223,12,14,23,40,58,42,22,8,2,2
LK_7218030,349,6,9,48,52,94,77,47,10,5,1
LK_7218110,575,45,46,80,118,141,89,30,11,6,9
LK_7218035,400,16,16,64,62,82,81,48,19,7,5
LK_7218135,234,7,31,34,38,34,49,28,8,5,0
LK_7218055,497,22,32,91,111,107,73,37,17,6,1
LK_7218050,613,40,40,90,118,134,116,51,15,6,3
LK_7218010,428,6,15,59,48,93,112,59,26,6,4
LK_7218075,392,18,23,60,98,84,61,31,10,4,3
LK_7218015,859,61,79,150,151,160,153,73,22,8,2
LK_7218070,464,16,22,64,94,116,81,41,18,6,6
LK_7218080,184,3,12,23,26,32,32,33,15,6,2
LK_7218085,341,7,21,43,47,64,86,53,14,5,1
LK_8103170,532,24,61,100,128,135,57,19,6,1,1
LK_8103155,600,20,34,62,130,148,122,54,22,5,3
LK_8103030,389,23,46,61,84,86,57,20,10,1,1
LK_8103035,489,11,43,58,58,104,124,53,29,6,3
LK_8103070,1099,55,108,164,227,217,163,109,42,6,8
LK_8103015,500,24,58,59,81,106,74,59,33,6,0
LK_8103075,865,24,85,143,159,208,146,69,18,10,3
LK_8103010,588,22,62,92,117,120,120,38,12,3,2
LK_8103160,742,18,63,93,143,158,166,73,20,5,3
LK_8103175,414,28,35,59,92,73,78,39,5,2,3
LK_8103150,578,12,64,89,114,133,106,42,12,5,1
LK_8103045,678,51,100,150,135,113,88,33,6,0,2
LK_8103100,604,44,157,128,99,97,58,18,2,0,1
LK_8103120,530,81,26,59,137,125,70,17,10,1,4
LK_8103040,468,12,23,45,73,139,109,48,11,6,2
LK_8103125,880,40,98,122,208,188,145,41,14,13,11
LK_8103080,540,27,30,97,93,123,98,54,13,3,2
LK_8103085,459,15,45,54,90,89,92,53,16,3,2
LK_8103165,546,33,45,90,163,134,62,15,4,0,0
LK_8103145,558,27,40,92,115,134,80,38,23,7,2
LK_8103025,422,14,45,67,80,106,61,35,7,5,2
LK_8103110,508,43,109,122,89,70,42,24,6,1,2
LK_8103005,496,21,49,69,88,127,94,36,9,2,1
LK_8103020,559,22,41,93,118,121,118,34,8,3,1
LK_8103140,669,93,35,69,129,134,109,43,27,10,20
LK_8103060,470,6,33,66,87,120,89,47,15,6,1
LK_8103105,335,72,69,50,48,56,21,18,1,0,0
LK_8103065,422,26,26,47,103,118,70,28,2,2,0
LK_8103115,568,27,76,120,123,128,71,14,7,2,0
LK_8103095,648,14,90,117,124,119,117,48,17,1,1
LK_8103090,680,31,68,126,125,133,108,60,21,5,3
LK_8103135,648,27,67,92,148,180,82,33,16,3,0
LK_8103050,628,19,53,92,109,155,110,61,22,7,0
LK_8103130,642,25,71,95,148,166,98,29,4,5,1
LK_8103055,666,37,49,103,118,152,131,50,16,6,4
LK_8106190,199,6,23,31,43,44,29,15,6,1,1
LK_8106195,267,19,35,42,67,60,27,6,6,2,3
LK_8106170,134,7,17,24,22,24,19,14,5,2,0
LK_8106020,515,18,57,83,71,118,113,39,8,4,4
LK_8106045,564,19,117,104,101,123,69,27,2,2,0
LK_8106025,377,13,55,81,51,93,48,24,8,4,0
LK_8106040,329,20,33,69,74,71,37,15,6,3,1
LK_8106125,322,9,33,43,68,80,53,21,11,3,1
LK_8106120,488,13,43,101,77,115,70,42,17,5,5
LK_8106005,459,28,67,86,85,117,45,24,6,1,0
LK_8106080,458,10,33,64,90,106,97,43,11,2,2
LK_8106155,293,7,18,44,30,66,76,34,12,5,1
LK_8106085,494,10,40,59,77,135,98,49,20,4,2
LK_8106160,276,23,29,36,56,87,37,7,1,0,0
LK_8106145,170,9,13,35,35,29,32,15,1,1,0
LK_8106210,345,30,20,58,67,72,68,20,7,1,2
LK_8106060,174,9,22,25,23,48,27,13,4,3,0
LK_8106140,480,31,48,63,99,126,80,22,10,1,0
LK_8106175,201,22,23,35,42,30,25,17,3,3,1
LK_8106180,227,4,41,40,29,50,44,16,2,1,0
LK_8106185,396,13,48,80,82,71,58,33,6,4,1
LK_8106100,152,11,15,28,20,41,24,10,3,0,0
LK_8106065,417,20,53,64,84,97,55,34,6,4,0
LK_8106150,388,6,36,47,65,76,92,51,12,2,1
LK_8106115,396,10,45,75,68,97,76,18,5,2,0
LK_8106110,338,24,59,46,77,65,53,11,2,1,0
LK_8106030,233,22,71,49,28,35,18,7,2,1,0
LK_8106105,226,10,22,39,60,67,24,4,0,0,0
LK_8106035,274,52,34,43,43,45,43,10,4,0,0
LK_8106015,567,32,85,110,106,134,73,21,6,0,0
LK_8106165,264,9,30,41,44,63,42,27,5,2,1
LK_8106130,168,7,18,33,25,41,27,11,4,1,1
LK_8106010,324,61,51,49,64,45,36,11,6,1,0
LK_8106135,149,2,15,20,34,45,18,12,3,0,0
LK_8106095,296,6,29,58,50,61,49,27,7,8,1
LK_8106090,591,27,56,76,118,126,105,51,24,6,2
LK_8106200,205,10,30,51,43,41,18,5,4,1,2
LK_8106050,96,2,13,18,17,20,15,7,3,1,0
LK_8106075,455,43,52,70,82,86,76,35,5,3,3
LK_8106055,268,31,26,35,46,69,45,11,4,1,0
LK_8106205,196,16,58,45,36,22,14,4,1,0,0
LK_8106070,567,29,42,100,155,151,70,18,2,0,0
LK_8109050,113,11,19,21,37,17,7,0,1,0,0
LK_8109045,241,4,21,35,54,50,45,20,8,4,0
LK_8109020,300,10,29,44,46,69,63,31,3,3,2
LK_8109005,421,32,55,90,94,69,55,24,1,1,0
LK_8109015,371,26,22,52,80,67,76,36,7,5,0
LK_8109025,195,4,28,38,75,33,13,2,0,1,1
LK_8109010,327,40,44,53,52,67,49,18,4,0,0
LK_8109095,157,11,10,39,31,34,25,5,1,1,0
LK_8109085,172,10,24,36,45,39,15,2,1,0,0
LK_8109040,561,8,66,210,197,49,21,5,1,3,1
LK_8109090,226,3,18,23,60,78,36,7,1,0,0
LK_8109055,184,17,28,34,46,38,16,5,0,0,0
LK_8109100,186,10,12,27,45,45,33,8,5,1,0
LK_8109080,432,11,36,59,91,90,73,42,18,9,3
LK_8109065,336,17,42,60,55,76,53,24,8,0,1
LK_8109035,94,1,4,14,19,22,17,11,3,2,1
LK_8109075,325,15,27,37,59,82,55,29,14,5,2
LK_8109030,106,11,14,20,21,25,9,3,1,2,0
LK_8109060,184,11,18,30,40,43,19,21,2,0,0
LK_8109070,390,11,37,58,77,118,55,22,7,2,3
LK_8112080,154,17,23,33,35,27,17,2,0,0,0
LK_8112085,116,5,9,23,32,32,12,2,1,0,0
LK_8112010,266,13,11,33,48,75,57,22,5,1,1
LK_8112075,182,12,23,31,33,53,20,9,1,0,0
LK_8112015,214,6,21,50,42,54,29,9,1,1,1
LK_8112070,178,13,23,35,29,36,26,13,3,0,0
LK_8112115,226,13,20,22,34,49,46,31,9,1,1
LK_8112030,496,15,43,93,111,97,80,43,6,2,6
LK_8112110,177,7,13,16,21,52,29,24,10,2,3
LK_8112035,246,10,19,45,41,50,41,25,8,5,2
LK_8112055,230,6,25,27,50,53,38,20,8,3,0
LK_8112050,292,23,21,43,71,70,42,19,2,1,0
LK_8112090,206,11,9,29,37,54,31,19,8,5,3
LK_8112095,245,18,24,24,59,77,31,11,0,0,1
LK_8112130,174,1,18,46,61,27,15,4,1,1,0
LK_8112120,311,8,18,32,61,88,60,32,9,2,1
LK_8112125,410,5,18,65,83,77,87,61,8,3,3
LK_8112005,301,10,21,44,51,67,35,43,22,5,3
LK_8112025,278,14,38,58,63,53,35,10,3,2,2
LK_8112100,175,11,11,26,25,42,28,16,11,3,2
LK_8112020,194,11,21,30,32,48,26,17,4,5,0
LK_8112105,120,2,8,16,20,37,28,7,2,0,0
LK_8112060,271,24,21,52,61,60,34,13,5,1,0
LK_8112045,326,11,36,50,79,53,55,25,12,4,1
LK_8112065,171,3,19,18,34,36,32,18,5,2,4
LK_8112040,205,7,22,31,40,54,38,11,2,0,0
LK_8115115,174,7,13,21,42,45,29,9,6,2,0
LK_8115035,85,2,6,13,20,29,11,4,0,0,0
LK_8115015,106,3,12,16,9,25,30,7,4,0,0
LK_8115025,139,4,17,40,44,26,8,0,0,0,0
LK_8115070,234,10,8,19,50,66,54,19,3,2,3
LK_8115075,210,5,19,22,55,59,37,10,1,2,0
LK_8115110,378,18,38,56,66,86,69,35,6,4,0
LK_8115020,264,5,19,26,54,93,42,16,7,2,0
LK_8115085,322,6,33,46,61,84,61,25,3,1,2
LK_8115080,208,11,10,33,47,42,54,8,1,1,1
LK_8115030,143,9,11,13,27,36,37,8,2,0,0
LK_8115040,240,14,30,38,50,47,44,14,1,1,1
LK_8115045,241,6,14,38,46,61,52,18,4,2,0
LK_8115120,456,13,23,79,129,88,76,27,15,5,1
LK_8115105,492,24,27,58,92,105,89,59,23,11,4
LK_8115125,427,19,36,71,107,60,73,43,13,3,2
LK_8115100,224,11,9,33,68,61,36,4,0,2,0
LK_8115060,222,7,16,42,90,36,20,8,1,2,0
LK_8115005,89,1,10,17,22,24,11,3,1,0,0
LK_8115065,398,11,14,44,119,122,55,24,8,1,0
LK_8115010,130,3,11,20,27,27,27,11,2,2,0
LK_8115055,257,6,25,56,74,51,21,14,6,3,1
LK_8115050,140,14,14,20,29,29,28,5,1,0,0
LK_8115090,285,47,12,40,44,66,44,18,7,4,3
LK_8115095,147,14,15,20,49,23,20,4,1,1,0
LK_8118005,181,2,13,12,24,32,46,32,18,2,0
LK_8118105,288,15,40,53,53,47,50,21,6,1,2
LK_8118060,257,19,12,39,56,54,49,19,7,0,2
LK_8118100,304,8,62,58,62,49,40,16,4,2,3
LK_8118040,243,10,28,46,78,46,26,7,2,0,0
LK_8118205,153,3,6,24,23,36,37,16,6,2,0
LK_8118045,418,22,63,120,101,73,30,5,3,1,0
LK_8118200,291,5,26,80,73,60,25,15,4,3,0
LK_8118020,329,17,25,39,84,106,41,12,5,0,0
LK_8118025,183,6,14,23,35,62,26,8,6,2,1
LK_8118150,152,6,16,22,33,31,26,13,3,1,1
LK_8118155,446,25,31,104,109,99,48,23,4,1,2
LK_8118175,471,11,7,121,138,99,48,26,5,10,6
LK_8118090,207,7,11,29,45,52,35,18,4,3,3
LK_8118170,224,2,13,55,50,38,34,24,7,0,1
LK_8118095,358,21,40,104,63,31,45,35,11,5,3
LK_8118010,197,9,19,32,30,39,37,22,7,1,1
LK_8118015,269,7,10,25,24,50,84,50,12,3,4
LK_8118130,296,33,62,63,62,45,22,8,1,0,0
LK_8118115,197,14,11,26,48,41,34,14,7,2,0
LK_8118135,512,20,87,174,122,68,26,9,5,1,0
LK_8118110,322,19,9,53,92,90,39,14,2,0,4
LK_8118075,648,14,38,89,218,109,83,48,23,7,19
LK_8118195,97,1,5,4,6,16,30,20,5,7,3
LK_8118070,303,10,11,32,70,95,52,25,7,1,0
LK_8118190,101,10,17,21,21,15,11,2,2,1,1
LK_8118030,233,4,23,22,55,81,40,7,0,1,0
LK_8118055,563,5,32,170,161,100,52,22,15,3,3
LK_8118035,260,3,15,12,53,67,68,30,9,1,2
LK_8118050,216,15,8,35,23,42,62,20,9,1,1
LK_8118185,281,86,4,18,32,50,46,25,15,4,1
LK_8118065,502,29,61,98,110,82,67,32,14,2,7
LK_8118140,285,16,77,107,56,20,7,1,0,1,0
LK_8118125,450,21,65,92,87,96,53,21,9,4,2
LK_8118145,375,58,33,34,64,74,69,33,8,2,0
LK_8118120,261,15,12,52,52,57,35,21,8,5,4
LK_8118085,272,23,26,60,70,39,40,13,1,0,0
LK_8118180,490,21,19,109,138,96,61,29,11,3,3
LK_8118160,425,21,44,107,76,74,66,22,8,5,2
LK_8118080,292,10,22,40,54,77,52,24,8,3,2
LK_8118165,352,8,11,29,55,106,82,35,15,5,6
LK_8119095,72,7,13,18,24,8,2,0,0,0,0
LK_8119090,198,9,17,42,48,34,29,16,2,0,1
LK_8119050,343,18,20,41,71,72,67,28,13,8,5
LK_8119075,784,53,141,228,183,96,55,17,7,2,2
LK_8119055,116,4,9,14,21,29,24,11,2,0,2
LK_8119070,343,16,45,107,98,52,14,9,1,0,1
LK_8119045,395,11,49,76,135,67,39,13,5,0,0
LK_8119020,455,106,62,125,73,51,18,9,3,5,3
LK_8119100,187,21,20,20,60,27,28,9,1,1,0
LK_8119025,136,1,11,18,31,40,22,7,2,2,2
LK_8119040,244,12,13,30,93,62,27,6,1,0,0
LK_8119125,211,11,38,41,75,29,10,4,2,1,0
LK_8119120,209,7,34,67,47,27,17,7,2,0,1
LK_8119005,262,15,18,40,56,76,46,7,3,0,1
LK_8119080,344,31,20,80,115,54,32,9,1,1,1
LK_8119105,487,17,57,116,125,91,55,17,7,1,1
LK_8119085,263,6,9,18,41,69,66,29,14,4,7
LK_8119065,344,88,57,121,52,17,4,1,2,1,1
LK_8119060,309,29,36,84,58,51,28,20,2,1,0
LK_8119140,169,3,1,9,25,49,49,25,4,3,1
LK_8119110,487,33,93,159,138,42,12,7,2,0,1
LK_8119030,415,7,51,71,130,84,44,21,5,1,1
LK_8119115,278,18,45,47,84,47,21,15,1,0,0
LK_8119035,113,11,5,28,22,23,12,7,2,3,0
LK_8119015,93,2,3,12,12,33,21,10,0,0,0
LK_8119130,282,7,28,48,76,59,35,14,7,5,3
LK_8119010,268,8,16,30,72,90,39,11,1,1,0
LK_8119135,522,102,53,168,104,66,13,14,1,1,0
LK_8121010,1043,41,67,148,221,255,155,99,32,12,13
LK_8121005,714,40,39,74,155,182,108,55,34,16,11
LK_8121100,597,49,30,47,83,140,158,57,19,8,6
LK_8121060,586,17,41,64,127,152,106,51,19,5,4
LK_8121105,359,8,34,52,103,103,43,14,1,1,0
LK_8121065,1092,28,87,109,257,287,173,82,28,13,28
LK_8121045,535,16,24,41,86,102,140,71,31,16,8
LK_8121120,515,16,166,167,103,45,10,5,2,1,0
LK_8121040,459,8,27,46,70,132,123,34,12,4,3
LK_8121125,227,7,17,55,74,47,14,9,2,2,0
LK_8121145,520,17,19,64,128,141,76,43,13,9,10
LK_8121025,551,17,49,67,109,143,77,60,17,8,4
LK_8121140,1077,34,60,99,189,289,243,100,31,18,14
LK_8121020,587,11,29,76,131,156,100,45,27,6,6
LK_8121080,629,17,18,60,144,199,109,46,16,7,13
LK_8121085,905,52,32,149,193,218,153,56,29,16,7
LK_8121070,781,18,35,69,153,217,153,65,28,25,18
LK_8121110,480,17,31,51,85,105,119,44,18,6,4
LK_8121075,669,19,19,62,129,182,128,66,36,9,19
LK_8121115,255,3,25,32,65,84,36,7,1,1,1
LK_8121135,532,23,30,62,112,126,95,33,24,16,11
LK_8121050,911,106,91,216,240,155,58,25,9,5,6
LK_8121130,545,29,99,190,125,67,19,12,3,0,1
LK_8121055,368,12,27,46,71,91,67,36,12,3,3
LK_8121035,425,11,25,33,46,81,134,74,14,4,3
LK_8121030,788,26,45,146,210,153,122,56,16,9,5
LK_8121015,582,16,36,84,164,177,67,23,8,1,6
LK_8121095,749,17,36,82,117,194,161,66,31,8,37
LK_8121090,979,93,57,105,210,215,156,71,36,16,20
LK_8124190,608,23,76,145,102,122,89,37,13,1,0
LK_8124200,563,18,55,113,130,121,74,31,15,2,4
LK_8124245,204,9,16,17,40,57,41,17,6,0,1
LK_8124045,368,28,12,63,46,70,82,44,15,5,3
LK_8124195,497,34,46,70,98,100,99,31,11,6,2
LK_8124215,327,8,14,30,41,65,78,53,24,10,4
LK_8124095,853,16,45,99,162,204,180,88,33,11,15
LK_8124090,503,15,66,116,149,106,32,11,3,3,2
LK_8124285,294,11,27,65,51,39,41,32,17,7,4
LK_8124015,430,22,23,49,108,106,73,35,8,3,3
LK_8124130,442,22,28,65,134,69,57,41,13,10,3
LK_8124210,678,16,85,140,198,136,66,21,11,2,3
LK_8124040,454,33,38,120,113,68,46,19,9,5,3
LK_8124135,663,17,26,56,243,177,87,30,15,5,7
LK_8124270,464,17,30,95,97,116,74,26,8,1,0
LK_8124255,550,17,30,70,103,102,137,63,15,7,6
LK_8124275,352,9,34,45,65,64,63,39,17,10,6
LK_8124250,331,16,18,43,73,62,69,28,14,2,6
LK_8124050,284,11,22,54,50,74,51,16,5,0,1
LK_8124075,454,24,25,63,96,122,78,32,8,3,3
LK_8124150,468,25,20,66,83,114,97,43,14,3,3
LK_8124260,374,16,16,54,123,69,47,32,12,4,1
LK_8124070,799,56,91,150,159,149,134,47,11,1,1
LK_8124110,215,3,7,51,56,38,36,14,7,1,2
LK_8124175,414,6,13,210,95,54,24,11,0,0,1
LK_8124115,572,37,23,72,128,135,98,51,21,4,3
LK_8124170,253,8,26,30,47,48,51,28,10,4,1
LK_8124235,316,13,15,39,60,90,57,25,12,5,0
LK_8124035,375,29,18,48,72,89,61,32,10,11,5
LK_8124220,474,23,44,62,103,78,78,49,17,14,6
LK_8124030,255,5,51,44,52,57,32,12,1,0,1
LK_8124155,640,18,25,90,102,154,137,76,23,9,6
LK_8124225,273,8,14,22,56,68,76,22,6,0,1
LK_8124180,215,6,7,33,47,30,37,21,25,4,5
LK_8124205,385,17,22,69,76,56,74,51,14,2,4
LK_8124185,372,12,16,50,62,78,72,54,21,5,2
LK_8124065,737,48,87,110,149,171,102,44,12,6,8
LK_8124080,278,13,17,45,45,61,67,21,8,1,0
LK_8124230,448,16,18,51,43,109,123,66,17,4,1
LK_8124125,233,22,18,53,38,49,34,12,4,2,1
LK_8124120,184,7,14,14,37,41,47,20,3,1,0
LK_8124005,313,5,9,53,123,80,30,8,3,0,2
LK_8124265,344,8,20,38,50,68,74,51,20,9,6
LK_8124060,549,19,44,97,104,128,93,34,20,8,2
LK_8124085,264,5,15,22,42,64,69,35,8,3,1
LK_8124240,511,11,22,77,93,117,89,55,30,10,7
LK_8124160,536,16,36,133,118,129,60,24,16,1,3
LK_8124145,255,10,27,56,51,40,42,22,5,1,1
LK_8124055,414,9,31,78,96,99,59,26,9,4,3
LK_8124165,532,24,43,80,135,108,74,45,19,4,0
LK_8124140,365,25,44,87,80,60,39,16,7,2,5
LK_8124020,124,3,13,14,20,22,26,15,3,7,1
LK_8124100,230,21,10,36,68,34,41,12,2,2,4
LK_8124025,207,27,11,30,44,46,30,11,4,3,1
LK_8124105,470,19,29,82,97,111,77,47,5,3,0
LK_8124280,458,9,22,61,73,99,101,54,31,4,4
LK_8124010,359,11,21,34,56,86,89,35,23,3,1
LK_8127135,279,5,15,17,36,47,71,58,20,6,4
LK_8127090,345,15,30,37,52,60,79,48,12,9,3
LK_8127120,251,2,12,23,49,46,53,33,16,14,3
LK_8127260,477,23,33,45,89,126,100,30,21,6,4
LK_8127095,317,22,15,40,45,79,64,31,13,4,4
LK_8127315,297,6,25,37,70,69,52,22,8,7,1
LK_8127295,516,16,38,47,102,134,101,47,14,7,10
LK_8127290,411,13,25,56,102,96,61,35,12,6,5
LK_8127205,393,14,31,65,65,89,73,42,10,1,3
LK_8127050,300,3,10,42,93,108,35,7,1,1,0
LK_8127335,346,4,15,15,43,71,107,60,18,9,4
LK_8127250,353,21,7,33,50,69,67,56,29,8,13
LK_8127145,270,4,26,33,71,62,46,16,6,4,2
LK_8127125,274,13,21,45,30,51,41,39,14,10,10
LK_8127140,272,7,12,29,39,61,57,40,18,5,4
LK_8127255,506,15,39,58,84,129,100,43,25,4,9
LK_8127025,168,8,7,10,33,39,33,28,5,4,1
LK_8127100,599,18,143,160,103,78,51,24,7,7,8
LK_8127020,194,13,7,24,29,41,43,20,11,4,2
LK_8127105,387,16,38,152,106,53,19,1,1,1,0
LK_8127235,490,24,15,41,77,98,104,73,35,14,9
LK_8127180,229,1,1,21,18,38,85,47,10,5,3
LK_8127230,247,0,8,14,61,89,52,14,7,1,1
LK_8127330,498,20,27,50,59,88,112,86,41,11,4
LK_8127185,262,10,7,21,23,46,83,41,14,6,11
LK_8127270,319,16,31,50,60,66,55,27,9,2,3
LK_8127060,164,0,15,25,27,42,36,12,4,2,1
LK_8127045,256,4,11,26,51,77,43,27,14,2,1
LK_8127215,468,21,21,79,69,54,74,74,42,21,13
LK_8127160,115,5,4,13,5,21,25,22,16,2,2
LK_8127275,278,16,22,41,51,71,56,13,4,3,1
LK_8127210,128,3,6,14,28,42,20,8,5,2,0
LK_8127005,236,12,8,22,46,46,68,28,6,0,0
LK_8127010,249,2,22,25,44,58,61,32,3,1,1
LK_8127055,374,5,63,102,99,60,31,10,2,1,1
LK_8127080,203,7,13,25,34,47,48,18,7,1,3
LK_8127065,401,9,35,121,134,57,28,11,6,0,0
LK_8127085,185,9,6,15,24,42,49,30,5,4,1
LK_8127310,314,7,28,59,86,80,33,15,4,0,2
LK_8127130,118,2,8,10,34,30,22,8,2,2,0
LK_8127165,438,3,19,31,53,88,117,74,37,9,7
LK_8127015,192,6,10,23,32,51,48,17,4,1,0
LK_8127245,450,7,13,42,52,107,114,60,36,12,7
LK_8127320,126,3,18,34,28,16,21,2,3,1,0
LK_8127075,204,5,20,17,21,35,53,28,20,5,0
LK_8127240,359,10,33,26,58,72,96,40,13,7,4
LK_8127070,225,12,8,16,26,51,52,38,13,3,6
LK_8127325,218,4,22,38,67,57,23,5,2,0,0
LK_8127115,302,4,30,37,48,70,62,35,10,4,2
LK_8127280,440,8,19,37,61,110,106,57,32,6,4
LK_8127030,167,10,15,51,38,29,20,3,1,0,0
LK_8127285,258,3,12,21,35,63,63,50,7,3,1
LK_8127110,186,11,9,15,24,51,45,18,6,4,3
LK_8127035,140,3,8,12,31,40,30,13,3,0,0
LK_8127195,218,6,10,19,13,37,58,53,13,4,5
LK_8127200,261,6,11,20,28,53,73,46,14,8,2
LK_8127225,276,14,4,26,37,57,58,48,23,6,3
LK_8127340,554,45,37,74,99,123,108,40,17,6,5
LK_8127190,216,14,12,23,38,57,39,17,6,5,5
LK_8127220,340,4,17,30,57,90,81,41,13,3,4
LK_8127300,404,10,19,64,75,102,90,32,10,0,2
LK_8127150,224,2,8,21,24,35,46,47,26,10,5
LK_8127175,259,9,10,26,24,48,69,48,15,6,4
LK_8127040,144,4,6,20,27,27,36,13,7,4,0
LK_8127155,304,4,24,34,51,69,66,37,13,3,3
LK_8127305,207,68,7,41,23,26,19,17,4,0,2
LK_8127265,488,24,46,80,121,115,71,25,3,1,2
LK_8127170,314,10,9,30,32,49,117,50,11,4,2
LK_8130095,206,2,13,10,16,26,55,44,26,8,6
LK_8130025,597,12,36,73,62,107,120,113,44,22,8
LK_8130055,331,11,10,24,60,84,75,31,20,10,6
LK_8130090,269,2,18,24,52,89,52,23,5,3,1
LK_8130190,254,4,13,18,42,88,62,15,5,5,2
LK_8130075,482,37,28,56,81,106,73,45,29,13,14
LK_8130045,404,11,19,36,41,81,90,54,35,22,15
LK_8130115,376,18,17,33,48,127,65,39,13,9,7
LK_8130195,335,17,16,31,56,75,98,31,7,2,2
LK_8130105,613,22,56,132,222,111,49,12,6,3,0
LK_8130165,462,9,23,34,56,89,87,94,35,25,10
LK_8130160,341,9,7,16,18,57,82,82,45,15,10
LK_8130220,680,42,43,74,118,151,142,82,19,4,5
LK_8130020,702,29,48,142,145,110,135,63,17,11,2
LK_8130225,358,14,19,30,55,86,69,54,15,13,3
LK_8130305,219,5,4,12,17,33,57,47,26,10,8
LK_8130205,275,3,19,33,39,91,54,29,4,0,3
LK_8130140,338,11,18,22,30,63,66,67,35,17,9
LK_8130060,191,5,23,61,50,25,17,7,1,1,1
LK_8130145,258,10,10,23,46,61,56,32,12,7,1
LK_8130285,51,7,2,4,13,9,11,3,2,0,0
LK_8130315,125,13,17,58,32,3,2,0,0,0,0
LK_8130100,220,17,27,21,49,57,32,13,4,0,0
LK_8130280,417,10,15,26,60,71,73,90,47,14,11
LK_8130310,401,11,22,47,42,72,81,60,47,14,5
LK_8130125,397,33,68,100,68,64,44,17,2,0,1
LK_8130265,386,25,31,48,67,110,71,26,6,1,1
LK_8130200,429,19,19,58,58,111,117,32,8,2,5
LK_8130120,599,49,53,87,122,152,84,27,13,5,7
LK_8130070,525,14,27,54,100,99,125,60,30,8,8
LK_8130260,391,6,18,50,65,114,84,41,8,2,3
LK_8130050,403,11,15,21,67,72,94,79,25,9,10
LK_8130085,475,14,27,48,65,79,115,81,26,6,14
LK_8130080,426,19,23,75,112,97,58,25,8,6,3
LK_8130185,527,7,31,62,86,151,116,52,10,7,5
LK_8130180,490,19,25,36,52,69,143,92,33,10,11
LK_8130170,406,8,16,36,59,85,99,67,20,11,5
LK_8130240,283,10,9,12,24,81,83,52,11,1,0
LK_8130035,488,28,26,48,57,86,101,66,46,10,20
LK_8130270,452,24,31,48,58,82,112,64,22,5,6
LK_8130110,143,5,16,14,32,31,28,10,6,1,0
LK_8130005,589,47,84,142,129,101,45,24,12,4,1
LK_8130235,222,11,3,7,10,12,66,70,26,12,5
LK_8130230,280,6,19,27,39,49,60,43,27,5,5
LK_8130040,465,14,24,49,60,91,101,76,29,15,6
LK_8130255,401,17,31,51,78,101,72,35,13,3,0
LK_8130175,538,13,30,42,74,134,128,69,29,13,6
LK_8130250,327,10,26,35,43,78,67,42,18,3,5
LK_8130155,172,3,11,18,15,24,33,43,14,8,3
LK_8130245,380,14,6,17,25,45,82,102,48,22,19
LK_8130210,497,20,31,49,64,82,113,78,40,15,5
LK_8130150,533,45,109,136,70,39,49,52,20,6,7
LK_8130275,567,10,31,50,75,117,135,93,33,11,12
LK_8130215,218,12,17,22,27,57,45,32,2,2,2
LK_8130065,525,21,30,63,71,103,110,77,28,8,14
LK_8130290,388,11,17,29,42,66,97,73,29,14,10
LK_8130300,369,19,16,22,65,91,99,43,10,1,3
LK_8130295,399,16,24,37,45,85,88,75,21,6,2
LK_8130015,406,19,32,52,90,98,62,29,15,5,4
LK_8130135,319,13,14,17,34,65,79,52,24,10,11
LK_8130010,512,19,28,72,165,128,67,23,9,1,0
